genre,score,writer,star,budget,gross,company,runtime
Drama,6.7,M. Night Shyamalan,Mel Gibson,72000000,408247917,Touchstone Pictures,106
Action,7.9,Tony Gilroy,Franka Potente,60000000,214034224,Universal Pictures,119
Action,6.5,George Lucas,Hayden Christensen,115000000,653779970,Lucasfilm,142
Comedy,7.0,Erin Cressida Wilson,James Spader,4000000,9304609,Slough Pond,107
Adventure,5.1,James Gunn,Matthew Lillard,84000000,275650703,Warner Bros.,86
Action,6.2,Gregg Chabot,Matthew McConaughey,60000000,82150183,Touchstone Pictures,101
Action,7.6,Philip K. Dick,Tom Cruise,102000000,358372926,Twentieth Century Fox,145
Action,6.2,Mike Myers,Mike Myers,63000000,296938801,New Line Cinema,94
Crime,7.2,Thomas Harris,Anthony Hopkins,78000000,209196298,Universal Pictures,124
Crime,7.5,Jay Cocks,Leonardo DiCaprio,100000000,193772504,Miramax,167
Comedy,6.8,Oscar Wilde,Rupert Everett,15000000,18009625,Miramax,97
Comedy,6.2,Douglas J. Eboch,Reese Witherspoon,30000000,180622424,Touchstone Pictures,108
Action,7.7,Alexandre Dumas,Jim Caviezel,35000000,75395048,Touchstone Pictures,131
Comedy,7.7,Susan Orlean,Nicolas Cage,19000000,32801173,Beverly Detroit,115
Drama,6.7,Claude Chabrol,Richard Gere,50000000,119137784,Fox 2000 Pictures,124
Animation,7.5,Michael J. Wilson,Denis Leary,59000000,383257136,Twentieth Century Fox,81
Crime,6.8,David Koepp,Jodie Foster,48000000,197079546,Columbia Pictures,112
Drama,7.2,Hillary Seitz,Al Pacino,46000000,113758770,Alcon Entertainment,118
Action,6.2,Lowell Cunningham,Tommy Lee Jones,140000000,445135288,Columbia Pictures,88
Animation,7.3,Chris Sanders,Daveigh Chase,80000000,273144151,Walt Disney Pictures,92
Comedy,7.2,Bill Condon,Renée Zellweger,45000000,306776732,Miramax,113
Drama,7.3,Nicholas Sparks,Mandy Moore,11800000,47494916,Warner Bros.,101
Animation,7.2,Robert Louis Stevenson,Joseph Gordon-Levitt,140000000,110041363,Walt Disney Animation Studios,95
Comedy,6.6,Nia Vardalos,Nia Vardalos,5000000,368744044,Gold Circle Films,95
Action,7.2,Harold G. Moore,Mel Gibson,75000000,115374915,Icon Entertainment International,138
Comedy,5.2,Nancy M. Pimental,Cameron Diaz,43000000,69319426,Columbia Pictures,84
Action,5.9,Rich Wilkes,Vin Diesel,70000000,277448382,Revolution Studios,124
Action,7.4,Kurt Wimmer,Christian Bale,20000000,5368217,Dimension Films,107
Action,5.5,Stephen Sommers,Dwayne Johnson,60000000,180630907,Universal Pictures,92
Comedy,7.3,Paul Thomas Anderson,Adam Sandler,25000000,24675714,New Line Cinema,95
Action,6.1,Ian Fleming,Pierce Brosnan,142000000,431971116,Eon Productions,133
Action,6.0,H.G. Wells,Guy Pearce,80000000,123729176,Warner Bros.,96
Action,6.8,Luc Besson,Jason Statham,21000000,43928932,EuropaCorp,92
Drama,5.7,Susan Orlean,Kate Bosworth,25000000,51843679,Universal Pictures,104
Horror,5.5,Mark Hanlon,Julianna Margulies,20000000,68349884,Warner Bros.,91
Comedy,6.4,Brent Goldberg,Ryan Reynolds,5000000,38275483,Myriad Pictures,92
Comedy,5.3,John Hughes,Jennifer Lopez,55000000,154906693,Revolution Studios,105
Animation,7.2,John Fusco,Matt Damon,80000000,122563539,DreamWorks Animation,83
Action,6.7,Marv Wolfman,Wesley Snipes,54000000,155010032,New Line Cinema,117
Biography,7.4,Hayden Herrera,Salma Hayek,12000000,56298474,Handprint Entertainment,123
Crime,7.0,Larry Cohen,Colin Farrell,13000000,97837138,Fox 2000 Pictures,81
Comedy,7.1,Nick Hornby,Hugh Grant,30000000,130549455,Universal Pictures,101
Biography,7.0,Chuck Barris,Sam Rockwell,30000000,33013805,Miramax,113
Action,6.2,Steve Oedekerk,Steve Oedekerk,10000000,16994625,Twentieth Century Fox,81
Action,7.9,Feng Li,Jet Li,31000000,177395557,Edko Films,120
Action,6.4,Gene Roddenberry,Patrick Stewart,60000000,67336470,Paramount Pictures,116
Action,5.4,Ellory Elkayem,David Arquette,30000000,45867333,Warner Bros.,99
Drama,5.3,Anne Rice,Aaliyah,35000000,45479110,Warner Bros.,101
Crime,6.2,Brian De Palma,Rebecca Romijn,35000000,16838910,Quinta Communications,114
Drama,7.5,Michael Cunningham,Meryl Streep,25000000,108846072,Paramount Pictures,110
Comedy,5.6,Rob Perez,Josh Hartnett,17000000,95146283,Miramax,96
Drama,6.8,Mark Romanek,Robin Williams,12000000,52223306,Fox Searchlight Pictures,96
Horror,5.6,Eli Roth,Jordan Ladd,1500000,30553394,Tonic Films,93
Comedy,5.9,David Kendall,DJ Qualls,13000000,31167388,Revolution Studios,88
Comedy,6.2,Mike White,Colin Hanks,18000000,43325009,Paramount Pictures,82
Comedy,5.8,Clarence Budington Kelland,Adam Sandler,50000000,171269535,Columbia Pictures,96
Crime,7.1,James Kearns,Denzel Washington,36000000,102244770,New Line Cinema,116
Comedy,3.6,Shonda Rhimes,Britney Spears,12000000,61141030,Fuzzy Bunny Films (I),93
Drama,7.6,David Benioff,Edward Norton,5000000,23932055,25th Hour Productions,135
Action,8.0,Alan Mak,Andy Lau,6428966,8836958,Media Asia Films,101
Drama,6.2,Stanislaw Lem,George Clooney,47000000,30002758,Twentieth Century Fox,99
Comedy,5.3,Michael Elliot,Shad Moss,30000000,62274780,Twentieth Century Fox,99
Comedy,6.6,Bret Easton Ellis,James Van Der Beek,4000000,11832822,Kingsgate Films,110
Action,5.4,Morton S. Fine,Eddie Murphy,70000000,51386477,Columbia Pictures,97
Drama,6.4,Richard Hatem,Richard Gere,32000000,55305279,Lakeshore Entertainment,119
Biography,7.3,Antwone Fisher,Denzel Washington,12500000,23367586,Fox Searchlight Pictures,120
Drama,6.4,Mike White,Jennifer Aniston,8000000,16860964,Flan de Coco Films,93
Comedy,6.8,Will De Los Santos,Jason Schwartzman,2000000,685608,Muse Productions,101
Crime,7.6,Myeong-chan Park,Kang-ho Song,4000000,2046061,CJ Entertainment,129
Crime,5.8,Nicholas Kazan,Jennifer Lopez,38000000,51806184,Columbia Pictures,115
Crime,6.4,Joseph Finder,Jim Caviezel,42000000,63781810,Twentieth Century Fox,115
Comedy,6.1,Marc Lawrence,Sandra Bullock,60000000,199043471,Castle Rock Entertainment,101
Comedy,6.3,Adam Resnick,Robin Williams,50000000,8382938,Warner Bros.,109
Action,6.5,A.E.W. Mason,Heath Ledger,35000000,29882645,Paramount Pictures,132
Crime,7.0,Ernesto Foronda,Parry Shen,250000,3809226,Cherry Sky Films,101
Adventure,5.5,Dan Schneider,Frankie Muniz,15000000,52970014,Paramount Pictures,88
Comedy,7.1,Louis Begley,Jack Nicholson,30000000,105834556,New Line Cinema,125
Adventure,3.3,Dana Carvey,Dana Carvey,16000000,43411001,Revolution Studios,80
Comedy,5.9,Shawn Schepps,Nick Cannon,20000000,57588485,Fox 2000 Pictures,118
Horror,4.0,Debra Hill,Jamie Lee Curtis,13000000,37664855,Dimension Films,94
Action,6.1,John Rice,Nicolas Cage,115000000,77628265,Metro-Goldwyn-Mayer (MGM),134
Comedy,5.8,Ice Cube,Ice Cube,10000000,33526835,Avery Pix,85
Crime,5.3,Howard Swindle,Sylvester Stallone,55000000,6632383,Universal Pictures,96
Action,5.9,John Ridley,Eddie Griffin,25000000,41604473,Universal Pictures,86
Action,5.2,Robert Rodriguez,Alexa PenaVega,38000000,119723358,Dimension Films,100
Drama,6.6,Natalie Babbitt,Alexis Bledel,15000000,19344615,Walt Disney Pictures,90
Drama,6.9,Mike Rich,Dennis Quaid,22000000,80693537,98 MPH Productions,127
Crime,6.2,Tony Gayton,Sandra Bullock,50000000,56714147,Warner Bros.,115
Drama,6.3,John Katzenbach,Bruce Willis,70000000,32287044,Cheyenne Enterprises,125
Comedy,3.6,Guy Ritchie,Madonna,10000000,1036520,Screen Gems,89
Comedy,6.6,Lucky McKee,Angela Bettis,500000,264349,2 Loop Films,93
Drama,6.1,Brandon Camp,Kevin Costner,60000000,52323400,Universal Pictures,104
Comedy,4.6,Bradley Allenstein,Miguel A. Núñez Jr.,15600000,13802599,Morgan Creek Entertainment,91
Drama,6.1,Rebecca Wells,Sandra Bullock,27000000,73839240,All Girl Productions,116
Crime,7.3,Steven Knight,Chiwetel Ejiofor,10000000,13904766,BBC Films,97
Action,5.4,Phil Hay,Jackie Chan,60000000,104391623,Blue Train Productions,98
Drama,5.1,Charles F. Bohl,Jesse Bradford,10000000,34411240,Twentieth Century Fox,85
Comedy,5.3,Jay Scherick,Matthew Perry,29000000,20146150,FTM Productions,99
Drama,6.7,Louis Nowra,Harrison Ford,100000000,65716126,First Light Production,138
Animation,5.5,E.B. White,Michael J. Fox,120000000,169956806,Columbia Pictures,77
Comedy,6.9,Burr Steers,Kieran Culkin,9000000,6919198,United Artists,98
Action,3.1,William Harrison,Chris Klein,70000000,25852764,Atlas Entertainment,98
Drama,6.5,Chap Taylor,Ben Affleck,45000000,94935764,Paramount Pictures,98
Drama,7.1,Janet Fitch,Michelle Pfeiffer,16000000,21672284,Warner Bros.,109
Action,6.2,Lucas Sussman,Bruce Greenwood,40000000,2622015,Dimension Films,105
Comedy,6.5,Dave Barry,Tim Allen,40000000,8493890,Touchstone Pictures,85
Drama,7.4,Todd Haynes,Julianne Moore,13500000,29027914,Focus Features,107
Comedy,7.0,Joe R. Lansdale,Bruce Campbell,1000000,1239183,Silver Sphere Corporation,92
Comedy,6.1,Andrew Niccol,Al Pacino,10000000,19576023,New Line Cinema,117
Biography,6.6,Robert Graysmith,Greg Kinnear,7000000,2704951,Focus Puller Inc.,105
Action,6.4,Michael Connelly,Clint Eastwood,50000000,31794718,Malpaso Productions,110
Action,5.5,Ronald Roose,Arnold Schwarzenegger,85000000,78382433,Warner Bros.,108
Action,6.2,David Giler,Wesley Snipes,20000000,14946150,A Band Apart,94
Crime,7.1,Tony Gayton,Val Kilmer,18000000,1073198,Castle Rock Entertainment,103
Horror,6.7,Takashi Shimizu,Megumi Okina,3500000,3657876,Pioneer LDC,92
Comedy,6.3,Mark Brown,Ice Cube,12000000,77063924,Metro-Goldwyn-Mayer (MGM),102
Drama,7.5,Niki Caro,Keisha Castle-Hughes,3500000,41062976,South Pacific Pictures,101
Adventure,7.4,Doris Pilkington,Everlyn Sampi,6000000,16217411,Rumbalara Films,94
Action,6.2,Greg Iles,Kevin Bacon,30000000,13414416,Columbia Pictures,106
Crime,7.1,Joe Carnahan,Ray Liotta,6500000,12633747,Paramount Pictures,105
Crime,6.6,James Ellroy,Kurt Russell,15000000,12150301,Alphaville Films,118
Biography,5.6,David Birke,Jeremy Renner,250000,144008,Blockbuster Films,101
Comedy,4.9,Mort Nathan,Cuba Gooding Jr.,20000000,15020293,Motion Picture Corporation of America (MPCA),94
Adventure,7.1,Charles Dickens,Charlie Hunnam,10000000,3651462,United Artists Film Corporation,132
Action,5.6,Gary M. Goodman,Anthony Hopkins,70000000,66200782,Touchstone Pictures,116
Drama,6.8,Patrick McGrath,Ralph Fiennes,10000000,5808941,Odeon Films,98
Adventure,5.2,Jim Kouf,Cuba Gooding Jr.,33000000,115035090,Walt Disney Pictures,99
Drama,7.1,Graham Greene,Michael Caine,30000000,27674124,Miramax,101
Comedy,5.7,Don Rhymer,Tim Allen,65000000,172855065,Walt Disney Pictures,104
Comedy,5.4,David H. Steinberg,Devon Sawa,14000000,6413915,Alliance Atlantis Communications,86
Comedy,5.5,Joe Jarvis,Barry Watson,12000000,12517488,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",93
Comedy,4.2,Mark Perez,Haley Joel Osment,35000000,18012097,Walt Disney Pictures,88
Action,5.9,Ronald Lang,Ice Cube,15000000,26306533,New Line Cinema,95
Drama,4.9,Stephen Gaghan,Katie Holmes,25000000,12302219,Paramount Pictures,99
Adventure,6.1,Casey Affleck,Casey Affleck,3500000,254683,Epsilon Motion Pictures,103
Action,5.2,Rob Hedden,Jesse Bradford,26000000,38793283,Paramount Pictures,94
Animation,5.8,Temple Mathews,Blayne Weaver,20000000,115121981,Disney Television Animation,72
Comedy,6.9,Mars Callahan,Mars Callahan,4000000,563711,Gold Circle Films,99
Crime,3.4,Moshe Diamant,Stephen Dorff,40000000,18902015,MDP Worldwide,101
Crime,5.4,Dashiell Hammett,Samuel L. Jackson,12000000,1440653,ApolloMedia Distribution,97
Horror,5.4,Jaume Balagueró,Anna Paquin,10600000,33988736,Castelao Producciones,88
Comedy,5.9,Kenneth Lonergan,Robert De Niro,60000000,55003135,Warner Bros.,96
Comedy,5.6,Bob Dolman,Susan Sarandon,10000000,38068353,Fox Searchlight Pictures,98
Animation,5.6,Arlene Klasky,Tim Curry,25000000,60694737,Paramount Pictures,85
Action,3.8,Neil Cuthbert,Eddie Murphy,100000000,7103973,Castle Rock Entertainment,95
Animation,5.3,Brooks Arthur,Adam Sandler,34000000,23833131,Happy Madison Productions,76
Comedy,4.7,Coleman Hough,Julia Roberts,2000000,3438804,Miramax,101
Drama,6.6,Brad Silberling,Jake Gyllenhaal,21000000,10011050,Touchstone Pictures,117
Action,4.6,Don Michael Paul,Morris Chestnut,13000000,19233280,Screen Gems,98
Comedy,5.8,John Scott Shepherd,Angelina Jolie,40000000,16872671,New Regency Productions,103
Action,5.5,Jorge Saralegui,Robert De Niro,85000000,77885672,Material,95
Biography,5.8,Stephen Johnston,Michael Reilly Burke,1200000,68716,First Look International,99
Action,3.7,Alan B. McElroy,Antonio Banderas,70000000,20154899,Franchise Pictures,91
Comedy,6.5,Michael Elliot,Taye Diggs,8000000,28316451,Fox Searchlight Pictures,109
Action,5.6,Paul Kimatian,Stephen Dorff,10000000,6282446,CineWild,96
Drama,6.9,Ethan Canin,Kevin Kline,12500000,16318449,Beacon Communications,109
Drama,7.5,Mike Leigh,Timothy Spall,9000000,2845696,Les Films Alain Sarde,128
Comedy,6.9,Josefina Lopez,America Ferrera,3000000,7777790,HBO Films,90
Action,5.4,John Stainton,Steve Irwin,12000000,33082548,Metro-Goldwyn-Mayer (MGM),90
Drama,6.3,A.S. Byatt,Gwyneth Paltrow,25000000,14815898,Focus Features,102
Crime,6.1,Mike McAlary,Robert De Niro,40000000,29676703,Franchise Pictures,108
Crime,7.0,Krzysztof Kieslowski,Cate Blanchett,11000000,4247089,Miramax,97
Action,8.1,Quentin Tarantino,Uma Thurman,30000000,180906076,Miramax,111
Action,8.0,Ted Elliott,Johnny Depp,140000000,654264015,Walt Disney Pictures,143
Action,8.9,J.R.R. Tolkien,Elijah Wood,94000000,1146030912,New Line Cinema,201
Comedy,7.1,Court Crandall,Luke Wilson,24000000,87135520,Dreamworks Pictures,88
Crime,7.9,Brian Helgeland,Sean Penn,25000000,156595191,Warner Bros.,138
Comedy,7.6,Richard Curtis,Hugh Grant,40000000,245203167,Universal Pictures,135
Crime,7.5,Charles Randolph,Kevin Spacey,38000000,38955598,Universal Pictures,130
Action,5.9,Gary Scott Thompson,Paul Walker,76000000,236350661,Universal Pictures,107
Action,7.0,Kevin Grevioux,Kate Beckinsale,22000000,95708457,Lakeshore Entertainment,121
Action,8.4,Garon Tsuchiya,Choi Min-sik,3000000,15189934,Show East,120
Comedy,7.7,Sofia Coppola,Bill Murray,4000000,118686937,Focus Features,102
Animation,5.7,Larry Doyle,Brendan Fraser,80000000,68514844,Warner Bros.,91
Adventure,8.0,Daniel Wallace,Ewan McGregor,70000000,123218424,Columbia Pictures,125
Action,7.2,Lilly Wachowski,Keanu Reeves,150000000,741847937,Warner Bros.,138
Drama,7.2,Gilbert Adair,Michael Pitt,15000000,24152155,Recorded Picture Company (RPC),115
Crime,8.1,Bong Joon Ho,Kang-ho Song,2800000,1162593,CJ Entertainment,132
Animation,8.1,Andrew Stanton,Albert Brooks,94000000,940352645,Pixar Animation Studios,100
Action,5.6,Stan Lee,Eric Bana,137000000,245285165,Universal Pictures,138
Comedy,7.1,Mike White,Jack Black,35000000,131095990,Paramount Pictures,109
Drama,6.8,Catherine Hardwicke,Evan Rachel Wood,2000000,10128960,Fox Searchlight Pictures,100
Horror,6.1,Alan B. McElroy,Eliza Dushku,12600000,28650575,Summit Entertainment,84
Action,7.0,Troy Kennedy-Martin,Donald Sutherland,60000000,176070171,Paramount Pictures,111
Action,6.3,John Brancato,Arnold Schwarzenegger,200000000,433371112,C-2 Pictures,109
Adventure,6.8,J.M. Barrie,Jeremy Sumpter,100000000,121975011,Universal Pictures,113
Biography,7.3,Patty Jenkins,Charlize Theron,8000000,58469210,Media 8 Entertainment,109
Action,6.7,Lilly Wachowski,Keanu Reeves,150000000,427344325,Warner Bros.,129
Action,5.3,Mark Steven Johnson,Ben Affleck,78000000,179179718,Marvel Enterprises,103
Action,7.4,Patrick O'Brian,Russell Crowe,150000000,211622535,Twentieth Century Fox,138
Adventure,6.5,Thomas Eidson,Tommy Lee Jones,60000000,38364277,Revolution Studios,137
Drama,3.7,Tommy Wiseau,Tommy Wiseau,6000000,4988181,Wiseau-Films,99
Crime,6.2,Kim Henkel,Jessica Biel,9500000,107363905,New Line Cinema,98
Action,6.0,Robert Hamner,Samuel L. Jackson,80000000,207725639,Columbia Pictures,117
Action,7.7,John Logan,Tom Cruise,140000000,454627263,Warner Bros.,154
Adventure,7.0,Louis Sachar,Shia LaBeouf,20000000,71406573,Walt Disney Pictures,117
Action,5.7,Michael Crichton,Paul Walker,80000000,43935763,Paramount Pictures,116
Action,7.4,Zak Penn,Patrick Stewart,110000000,407711549,Twentieth Century Fox,134
Action,6.7,R.J. Stewart,Dwayne Johnson,85000000,80981914,Columbia Pictures,104
Horror,6.1,Rob Zombie,Sid Haig,7000000,16829545,Spectacle Entertainment Group,89
Mystery,7.3,Michael Cooney,John Cusack,28000000,90259536,Columbia Pictures,90
Action,6.4,Robert Rodriguez,Antonio Banderas,29000000,98769390,Columbia Pictures,102
Adventure,7.2,Charles Frazier,Jude Law,79000000,173013509,Miramax,154
Comedy,5.9,Frank B. Gilbreth Jr.,Steve Martin,40000000,190538630,Twentieth Century Fox,98
Mystery,5.3,Jane Campion,Meg Ryan,12000000,23726793,Screen Gems,119
Comedy,7.5,Tim McCanlies,Haley Joel Osment,30000000,48260279,New Line Cinema,109
Comedy,5.5,Craig Mazin,Anna Faris,48000000,220673217,Dimension Films,84
Comedy,6.4,Michele Alexander,Kate Hudson,50000000,177502387,Lynda Obst Productions,116
Action,5.8,Alan Moore,Sean Connery,78000000,179265204,Angry Films,110
Comedy,5.8,William Douglas-Home,Amanda Bynes,25000000,50732139,Warner Bros.,105
Action,6.6,George Gallo,Will Smith,130000000,273339556,Columbia Pictures,147
Action,7.4,Lauran Paine,Kevin Costner,22000000,68296293,Touchstone Pictures,139
Drama,6.5,Lawrence Konner,Julia Roberts,65000000,141337989,Revolution Studios,117
Action,5.7,Wes Craven,Robert Englund,30000000,116632628,New Line Cinema,97
Comedy,6.7,Steve Koren,Jim Carrey,81000000,484592874,Spyglass Entertainment,101
Crime,8.0,Lars von Trier,Nicole Kidman,10000000,16689283,Zentropa Entertainments,178
Adventure,7.0,David Berenbaum,Will Ferrell,33000000,223853736,New Line Cinema,97
Comedy,6.2,Mary Rodgers,Jamie Lee Curtis,20000000,160846332,Casual Friday Productions,97
Action,4.9,Ivan Goff,Drew Barrymore,120000000,259175788,Columbia Pictures,106
Comedy,4.8,Amanda Brown,Reese Witherspoon,45000000,124914842,Metro-Goldwyn-Mayer (MGM),95
Comedy,5.6,Fred Wolf,David Spade,17000000,23769505,Paramount Pictures,98
Comedy,6.2,David Dorfman,Jack Nicholson,75000000,195745823,Revolution Studios,106
Adventure,5.7,Chris Kentis,Blanchard Ryan,500000,54683487,Plunge Pictures LLC,79
Comedy,6.7,Nancy Meyers,Jack Nicholson,80000000,265328738,Columbia Pictures,128
Biography,6.9,Tracy Chevalier,Scarlett Johansson,12000000,33030115,Archer Street Productions,100
Adventure,4.0,Dr. Seuss,Mike Myers,109000000,133960541,Universal Pictures,82
Animation,6.8,Tab Murphy,Joaquin Phoenix,128000000,250397798,Walt Disney Animation Studios,85
Drama,5.0,Vincent Gallo,Vincent Gallo,10000000,402599,Gray Daisy Films,93
Action,6.6,Alex Lasker,Bruce Willis,75000000,86468162,Cheyenne Enterprises,121
Horror,6.2,J. Mackye Gruber,A.J. Cook,26000000,90941129,New Line Cinema,90
Crime,7.6,Guillermo Arriaga,Sean Penn,20000000,60427839,This Is That Productions,124
Comedy,6.2,Robert Ramsey,George Clooney,60000000,120801243,Universal Pictures,100
Action,6.2,Neal Purvis,Rowan Atkinson,40000000,160466000,Universal Pictures,87
Action,6.1,David Griffiths,Tommy Lee Jones,55000000,46061847,Lakeshore Entertainment,94
Comedy,7.3,Eric Garcia,Nicolas Cage,62000000,65565672,Warner Bros.,116
Comedy,6.8,Frances Mayes,Diane Lane,18000000,58878723,Touchstone Pictures,113
Drama,7.3,Laura Hillenbrand,Tobey Maguire,87000000,148336445,Universal Pictures,140
Comedy,6.3,Adam Herz,Jason Biggs,55000000,232722935,Universal Pictures,96
Comedy,5.5,Sam Harper,Ashton Kutcher,18000000,101564935,Twentieth Century Fox,95
Action,5.6,Dean Georgaris,Angelina Jolie,95000000,160099222,Paramount Pictures,117
Crime,7.2,Gus Van Sant,Elias McConnell,3000000,10012022,HBO Films,81
Fantasy,5.0,Joe Harris,Chaney Kley,11000000,47488536,Revolution Studios,86
Action,4.3,Robert Rodriguez,Daryl Sabara,38000000,197101678,Dimension Films,84
Comedy,2.5,Martin Brest,Ben Affleck,54000000,7266209,Revolution Studios,121
Crime,6.5,David Collard,Denzel Washington,50000000,55495563,Metro-Goldwyn-Mayer (MGM),105
Action,5.5,Cooper Layne,Aaron Eckhart,60000000,73498611,Paramount Pictures,135
Comedy,3.4,Peter Farrelly,Derek Richardson,19000000,39267515,New Line Cinema,85
Crime,7.1,John Grisham,John Cusack,60000000,80154140,New Regency Productions,127
Horror,5.6,Victor Salva,Jonathan Breck,17000000,63102666,United Artists,104
Action,6.2,Alfred Gough,Jackie Chan,50000000,88323487,Touchstone Pictures,114
Drama,5.5,Stephen King,Morgan Freeman,68000000,81240406,Castle Rock Entertainment,134
Comedy,5.6,Geoff Rodkey,Eddie Murphy,60000000,164433867,Revolution Studios,92
Action,6.3,Philip K. Dick,Ben Affleck,60000000,117248958,Paramount Pictures,119
