rating,genre,score,director,star,budget,gross,company,runtime
PG-13,Comedy,5.0,Wes Craven,Christina Ricci,38000000,29621722,Dimension Films,97
PG-13,Action,5.1,John Pasquin,Sandra Bullock,45000000,101393569,Castle Rock Entertainment,115
PG-13,Comedy,5.8,Richard Linklater,Billy Bob Thornton,35000000,34252847,Paramount Pictures,113
PG-13,Comedy,6.2,Bobby Farrelly,Drew Barrymore,30000000,50605163,Fox 2000 Pictures,104
PG-13,Action,4.5,Lee Tamahori,Ice Cube,113000000,71022693,Columbia Pictures,101
R,Drama,6.9,Stephen Gaghan,George Clooney,50000000,93974620,Warner Bros.,128
R,Drama,7.3,Niki Caro,Charlize Theron,35000000,25211175,Warner Bros.,126
R,Crime,6.6,Mikael Håfström,Clive Owen,22000000,57479076,Di Bonaventura Pictures,108
PG,Comedy,5.5,Mark Rosman,Hilary Duff,10000000,19770475,Universal Pictures,100
R,Action,7.0,Louis Leterrier,Jet Li,45000000,50871113,Rogue Pictures,103
R,Action,6.5,Florent-Emilio Siri,Bruce Willis,52000000,77663556,Miramax,113
PG,Biography,7.4,Bill Paxton,Shia LaBeouf,26000000,15431177,Fairway Films,120
R,Biography,5.4,Jim Sheridan,50 Cent,40000000,46563961,Cent Productions Inc.,117
PG-13,Comedy,4.8,Nora Ephron,Nicole Kidman,85000000,131426169,Columbia Pictures,102
PG,Animation,6.4,Cory Edwards,Anne Hathaway,30000000,110013167,The Weinstein Company,80
R,Action,2.9,Uwe Boll,Kristanna Loken,25000000,3650275,Boll Kino Beteiligungs GmbH & Co. KG,95
R,Adventure,7.4,Tommy Lee Jones,Tommy Lee Jones,15000000,12045362,EuropaCorp,121
R,Action,6.3,John Gulager,Navi Rawat,3200000,719135,Dimension Films,95
PG,Adventure,6.7,Danny Cannon,Kuno Becker,10000000,27610873,Milkshake Films,118
R,Action,4.0,Brett Leonard,Jack Thompson,30000000,1123136,Lions Gate Films,97
PG,Biography,7.4,George Clooney,David Strathairn,7000000,54641191,Warner Independent Pictures (WIP),93
PG-13,Comedy,6.6,Nigel Cole,Ashton Kutcher,30000000,42886719,Touchstone Pictures,107
PG-13,Drama,5.8,Jeff Wadlow,Julian Morris,1000000,32586408,Rogue Pictures,90
R,Crime,7.3,John Hillcoat,Ray Winstone,20000000,5048693,UK Film Council,104
PG-13,Biography,7.8,Roger Donaldson,Anthony Hopkins,25000000,18299138,OLC / Rights Entertainment,127
PG-13,Action,5.1,Rob Cohen,Josh Lucas,135000000,79268322,Columbia Pictures,121
R,Crime,7.3,Craig Brewer,Terrence Howard,2800000,23563727,Crunk Pictures,116
R,Comedy,6.7,Richard Shepard,Pierce Brosnan,12500000,17356268,Stratus Film Co.,96
PG-13,Horror,3.7,Rupert Wainwright,Tom Welling,18000000,46201432,Revolution Studios,100
PG,Comedy,6.3,Wayne Wang,AnnaSophia Robb,14000000,33589427,Twentieth Century Fox,106
Unrated,Crime,6.5,Atom Egoyan,Kevin Bacon,25000000,3487678,Serendipity Point Films,107
PG-13,Comedy,5.9,Gary David Goldberg,Diane Lane,30000000,58231520,Warner Bros.,98
PG-13,Comedy,5.9,Kevin Rodney Sullivan,Ashton Kutcher,35000000,103121466,Columbia Pictures,105
R,Drama,6.6,Rebecca Miller,Daniel Day-Lewis,1500000,916051,IFC Productions,112
R,Drama,6.8,Marc Forster,Ewan McGregor,50000000,8483797,New Regency Productions,99
R,Action,6.7,John Dahl,Benjamin Bratt,80000000,10777375,Miramax,132
R,Drama,6.5,Terry Gilliam,Jeff Bridges,19300000,566611,Recorded Picture Company (RPC),120
R,Action,2.4,Uwe Boll,Christian Slater,20000000,12693645,AITD Productions,96
PG-13,Drama,5.1,Courtney Solomon,Donald Sutherland,14000000,29612137,Allan Zeman Productions,83
PG-13,Action,4.3,Steve Boyum,Steve Howey,16000000,3344431,Tag Entertainment,80
PG-13,Crime,6.8,Roman Polanski,Barney Clark,60000000,42580321,R.P. Productions,130
PG-13,Drama,5.5,Geoffrey Sax,Michael Keaton,10000000,91196419,Universal Pictures,101
PG,Adventure,4.7,Brian Levant,Ice Cube,32000000,97918663,Revolution Studios,95
PG-13,Drama,6.7,John Madden,Gwyneth Paltrow,20000000,14189860,Miramax,100
PG,Adventure,5.2,Frederik Du Chau,Frankie Muniz,30000000,90754475,Alcon Entertainment,102
PG-13,Action,4.2,Peter Hyams,Edward Burns,80000000,11665465,Franchise Pictures,110
R,Comedy,6.5,Gore Verbinski,Nicolas Cage,22000000,19126398,Paramount Pictures,102
R,Comedy,6.8,Niall Johnson,Rowan Atkinson,169000,18586834,Summit Entertainment,99
PG-13,Drama,7.0,Lasse Hallström,Jennifer Lopez,30000000,18618284,Miramax,108
PG-13,Drama,4.2,Stephen Kay,Barry Watson,20000000,67192859,Screen Gems,89
R,Comedy,7.3,Miranda July,John Hawkes,800000,8012838,IFC Films,91
R,Adventure,7.4,Duncan Tucker,Felicity Huffman,1000000,15151744,Belladonna Productions,103
R,Drama,6.6,Andy Garcia,Andy Garcia,9600000,4408011,Crescent Drive Pictures,144
R,Comedy,6.8,Mike Binder,Joan Allen,12000000,28237488,New Line Cinema,118
R,Comedy,6.9,Arie Posin,Jamie Bell,6800000,351401,El Camino Pictures,108
PG-13,Action,5.6,Les Mayfield,Samuel L. Jackson,33000000,13485145,New Line Cinema,83
G,Animation,5.5,Gary Chapman,Ewan McGregor,35000000,61746888,Vanguard Films and Animation,76
PG-13,Comedy,6.2,Ben Younger,Uma Thurman,22000000,67937494,Prime Film Productions LLC,105
Not Rated,Drama,7.3,Lars von Trier,Bryce Dallas Howard,14200000,674918,Zentropa Entertainments,139
R,Comedy,6.9,Phil Morrison,Embeth Davidtz,1000000,3399228,Junebug Movie,106
R,Drama,5.2,Paul Schrader,Stellan Skarsgård,30000000,251495,Morgan Creek Entertainment,117
PG,Drama,6.8,John Gatins,Kurt Russell,32000000,38741732,Dreamworks Pictures,106
R,Comedy,6.6,Bent Hamer,Matt Dillon,1000000,2708087,Bulbul Films,94
PG-13,Comedy,7.4,Liev Schreiber,Elijah Wood,7000000,3601974,Warner Independent Pictures (WIP),106
R,Comedy,6.6,Mike Mills,Lou Taylor Pucci,4000000,2138742,Bob Yari Productions,96
PG,Comedy,5.2,Steve Carr,Martin Lawrence,33100000,17492014,Twentieth Century Fox,86
R,Crime,8.5,Martin Scorsese,Leonardo DiCaprio,90000000,291465373,Warner Bros.,151
PG-13,Action,6.0,Justin Lin,Lucas Black,85000000,158964610,Universal Pictures,104
PG-13,Comedy,6.6,Adam McKay,Will Ferrell,72500000,163362095,Columbia Pictures,108
PG-13,Drama,8.5,Christopher Nolan,Christian Bale,40000000,109676311,Touchstone Pictures,130
G,Animation,7.1,John Lasseter,Owen Wilson,120000000,461991867,Pixar Animation Studios,117
R,Action,7.6,Zack Snyder,Gerard Butler,65000000,456068181,Warner Bros.,117
PG-13,Comedy,6.9,David Frankel,Anne Hathaway,35000000,326706115,Fox 2000 Pictures,109
PG-13,Action,8.0,Martin Campbell,Daniel Craig,150000000,616502912,Columbia Pictures,144
R,Drama,8.2,Guillermo del Toro,Ivana Baquero,19000000,83850267,Estudios Picasso,118
PG-13,Action,7.3,Gore Verbinski,Johnny Depp,225000000,1066179747,Walt Disney Pictures,151
R,Action,7.8,Mel Gibson,Gerardo Taracena,40000000,120673227,Icon Productions,139
PG-13,Comedy,6.3,Andy Fickman,Amanda Bynes,20000000,57194667,Dreamworks Pictures,105
R,Drama,7.5,Todd Field,Kate Winslet,26000000,14821658,New Line Cinema,137
R,Adventure,7.9,Alfonso Cuarón,Julianne Moore,76000000,70595464,Universal Pictures,109
PG-13,Mystery,6.6,Ron Howard,Tom Hanks,125000000,760006945,Columbia Pictures,149
PG-13,Biography,8.0,Gabriele Muccino,Will Smith,55000000,307127625,Columbia Pictures,117
R,Comedy,7.8,Jonathan Dayton,Steve Carell,8000000,101058954,Fox Searchlight Pictures,101
R,Biography,7.7,Kevin Macdonald,James McAvoy,6000000,48618191,Fox Searchlight Pictures,123
R,Adventure,8.0,Edward Zwick,Leonardo DiCaprio,100000000,171720398,Warner Bros.,143
R,Drama,8.4,Florian Henckel von Donnersmarck,Ulrich Mühe,2000000,77356942,Wiedemann & Berg Filmproduktion,137
PG,Adventure,6.4,Shawn Levy,Ben Stiller,110000000,574481229,Twentieth Century Fox,108
PG-13,Action,6.9,J.J. Abrams,Tom Cruise,150000000,398479497,Paramount Pictures,126
PG-13,Biography,6.5,Sofia Coppola,Kirsten Dunst,40000000,60917189,Columbia Pictures,123
R,Crime,7.6,Spike Lee,Denzel Washington,45000000,186003591,Universal Pictures,129
R,Action,7.3,Wayne Kramer,Paul Walker,15000000,9380029,New Line Cinema,122
PG-13,Comedy,6.4,Steve Pink,Justin Long,23000000,38623262,Universal Pictures,93
PG-13,Action,6.0,Bryan Singer,Brandon Routh,270000000,391081192,Warner Bros.,154
R,Comedy,6.5,James Gunn,Nathan Fillion,15000000,12834936,Gold Circle Films,95
PG,Comedy,5.8,Jared Hess,Jack Black,35000000,99255460,Paramount Pictures,92
PG-13,Action,5.3,Renny Harlin,Steven Strait,20000000,37598767,Screen Gems,97
R,Horror,6.4,Alexandre Aja,Ted Levine,15000000,70009308,Craven-Maddalena Films,107
PG-13,Drama,7.2,Darren Aronofsky,Hugh Jackman,35000000,16468343,Warner Bros.,97
PG-13,Action,6.7,Brett Ratner,Patrick Stewart,210000000,460435291,Twentieth Century Fox,104
R,Action,6.7,Len Wiseman,Kate Beckinsale,50000000,111476513,Screen Gems,106
PG-13,Comedy,6.4,Frank Coraci,Adam Sandler,82500000,240685326,Columbia Pictures,107
PG-13,Comedy,6.9,Nancy Meyers,Kate Winslet,85000000,205850134,Columbia Pictures,136
R,Horror,6.5,Christophe Gans,Radha Mitchell,50000000,100605135,TriStar Pictures,125
R,Drama,4.3,Michael Caton-Jones,Sharon Stone,70000000,38629478,Metro-Goldwyn-Mayer (MGM),114
R,Crime,5.6,Brian De Palma,Josh Hartnett,50000000,49332692,Universal Pictures,121
R,Crime,7.5,Tom Tykwer,Ben Whishaw,60000000,135039924,DreamWorks,147
R,Crime,7.7,Paul McGuigan,Josh Hartnett,27000000,56308881,The Weinstein Company,110
R,Action,6.7,Joe Carnahan,Jeremy Piven,17000000,57232879,Universal Pictures,108
PG-13,Action,7.0,Tony Scott,Denzel Washington,75000000,180557550,Touchstone Pictures,126
PG,Adventure,5.5,Barry Sonnenfeld,Robin Williams,50000000,87528173,Columbia Pictures,99
R,Adventure,6.8,Liam Lynch,Jack Black,20000000,13939963,Red Hour Films,93
R,Drama,7.7,Paul Verhoeven,Carice van Houten,21000000,26768563,Fu Works,145
PG-13,Crime,6.5,Anne Fletcher,Channing Tatum,12000000,114197742,Touchstone Pictures,104
R,Comedy,7.3,Larry Charles,Sacha Baron Cohen,18000000,262552893,Everyman Pictures,84
R,Action,5.4,David R. Ellis,Samuel L. Jackson,33000000,62022014,New Line Cinema,105
PG-13,Drama,5.5,M. Night Shyamalan,Paul Giamatti,70000000,72785169,Warner Bros.,110
R,Action,6.9,Mark Neveldine,Jason Statham,12000000,42931041,Lakeshore Entertainment,88
PG-13,Drama,7.6,Neil Burger,Edward Norton,16500000,87892388,Bull's Eye Entertainment,110
PG,Animation,6.7,Tim Johnson,Bruce Willis,80000000,339795890,DreamWorks Animation,83
R,Horror,5.8,James Wong,Mary Elizabeth Winstead,25000000,118890272,New Line Cinema,93
PG-13,Comedy,7.5,Marc Forster,Will Ferrell,30000000,53653224,Columbia Pictures,113
PG,Comedy,5.4,Elizabeth Allen Rosenbaum,Emma Roberts,12000000,22989957,Fox 2000 Pictures,110
PG-13,Comedy,5.1,David Zucker,Anna Faris,45000000,178262620,Dimension Films,83
R,Adventure,7.9,Tarsem Singh,Lee Pace,30000000,3669465,Googly Films,117
PG-13,Comedy,5.8,Betty Thomas,Jesse Metcalfe,18000000,68844775,Twentieth Century Fox,89
R,Drama,6.7,Robert De Niro,Matt Damon,110000000,100266865,Universal Pictures,167
PG,Action,7.1,Sylvester Stallone,Sylvester Stallone,24000000,155929020,Metro-Goldwyn-Mayer (MGM),102
PG,Action,5.1,Stefen Fangmeier,Ed Speleers,100000000,250425512,Fox 2000 Pictures,104
PG-13,Drama,6.5,Bill Condon,Beyoncé,70000000,155430335,Dreamworks Pictures,130
R,Drama,7.4,Alejandro G. Iñárritu,Brad Pitt,25000000,135330182,Paramount Pictures,143
PG-13,Comedy,7.0,Ridley Scott,Russell Crowe,35000000,42269923,Fox 2000 Pictures,117
R,Action,6.0,Michael Mann,Colin Farrell,135000000,163794509,Universal Pictures,132
R,Crime,6.2,Darren Lynn Bousman,Tobin Bell,10000000,164874275,Twisted Pictures,108
PG,Animation,6.4,George Miller,Elijah Wood,100000000,384336108,Warner Bros.,108
R,Horror,5.8,Jonathan Liebesman,Jordana Brewster,16000000,51764406,New Line Cinema,91
R,Drama,6.9,Craig Brewer,Christina Ricci,15000000,10907485,Paramount Classics,116
PG,Animation,6.6,Gil Kenan,Mitchel Musso,75000000,141861243,Columbia Pictures,91
PG-13,Comedy,6.6,Woody Allen,Scarlett Johansson,17300000,39220946,BBC Films,96
PG-13,Drama,5.9,Oliver Stone,Nicolas Cage,65000000,163247198,Paramount Pictures,129
PG-13,Comedy,5.5,Greg Coolidge,Jessica Simpson,12000000,38395414,Lionsgate,103
PG-13,Comedy,4.5,Keenen Ivory Wayans,Shawn Wayans,64000000,104003322,Revolution Studios,98
PG-13,Comedy,5.5,Dennis Dugan,David Spade,33000000,64962629,Revolution Studios,85
PG-13,Action,5.7,Wolfgang Petersen,Richard Dreyfuss,160000000,181674817,Warner Bros.,98
PG,Animation,6.6,David Bowers,Hugh Jackman,149000000,178281554,Aardman Animations,85
PG-13,Action,6.9,Andrew Davis,Kevin Costner,70000000,94973540,Touchstone Pictures,139
PG-13,Action,7.3,Werner Herzog,Christian Bale,10000000,7177143,Metro-Goldwyn-Mayer (MGM),120
PG-13,Horror,5.1,Simon West,Camilla Belle,15000000,67062123,Screen Gems,87
R,Animation,7.1,Richard Linklater,Keanu Reeves,8700000,7659918,Warner Independent Pictures (WIP),100
PG-13,Action,4.8,Corey Yuen,Jaime Pressly,21000000,7563172,Dimension Films,87
Not Rated,Comedy,6.4,John Cameron Mitchell,Sook-Yin Lee,2000000,5526675,THINKFilm,101
PG-13,Comedy,6.0,Susannah Grant,Jennifer Garner,25000000,16162580,Columbia Pictures,124
PG-13,Comedy,5.8,Peyton Reed,Jennifer Aniston,52000000,205668210,Universal Pictures,106
R,Action,7.6,Paul Greengrass,David Alan Basche,15000000,76700659,Universal Pictures,111
PG,Adventure,5.7,Shawn Levy,Steve Martin,80000000,164115897,Metro-Goldwyn-Mayer (MGM),93
R,Action,7.9,Clint Eastwood,Ken Watanabe,19000000,68673228,Dreamworks Pictures,141
R,Comedy,5.4,Richard Kelly,Dwayne Johnson,17000000,374743,Universal Pictures,145
R,Action,7.1,Clint Eastwood,Ryan Phillippe,90000000,65900249,Dreamworks Pictures,135
PG-13,Comedy,5.6,Tom Dey,Matthew McConaughey,50000000,130224158,Paramount Pictures,97
R,Comedy,7.3,Kevin Smith,Brian O'Halloran,5000000,26986174,The Weinstein Company,97
PG-13,Action,6.6,Richard Donner,Bruce Willis,52000000,65664721,Alcon Entertainment,102
PG-13,Comedy,5.1,Ivan Reitman,Uma Thurman,30000000,61108981,New Regency Productions,96
PG,Drama,6.8,Alejandro Agresti,Keanu Reeves,40000000,114830111,Warner Bros.,99
PG-13,Horror,3.7,Neil LaBute,Nicolas Cage,40000000,38805380,Warner Bros.,102
PG,Animation,6.1,Roger Allers,Ashton Kutcher,85000000,200811689,Columbia Pictures,86
G,Adventure,6.3,Gary Winick,Dakota Fanning,85000000,148963822,Paramount Pictures,97
R,Action,5.5,John Moore,Liev Schreiber,25000000,119974972,Twentieth Century Fox,110
PG,Comedy,6.7,Mark Palansky,Christina Ricci,15000000,21156270,Summit Entertainment,104
PG,Animation,6.8,Carlos Saldanha,Ray Romano,80000000,667094506,Twentieth Century Fox Animation,91
R,Comedy,6.3,Jay Chandrasekhar,Jay Chandrasekhar,17500000,20387597,Warner Bros.,110
PG-13,Fantasy,5.1,William Brent Bell,Jon Foster,7000000,27298695,Hollywood Pictures,85
R,Drama,6.1,William Friedkin,Ashley Judd,4000000,8095658,Lions Gate Films,102
R,Horror,5.4,John Stockwell,Josh Duhamel,10000000,14756513,Fox Atomic,93
R,Crime,7.4,Richard Eyre,Cate Blanchett,15000000,49814392,Fox Searchlight Pictures,92
R,Comedy,7.2,Directors,Juliette Binoche,13000000,17471727,Victoires International,120
R,Action,6.7,David Von Ancken,Pierce Brosnan,18000000,1220058,Icon Productions,115
PG,Biography,7.1,Ericson Core,Mark Wahlberg,40000000,58480828,Walt Disney Pictures,105
PG-13,Action,5.8,Richard Loncraine,Harrison Ford,50000000,82751189,Warner Bros.,105
R,Comedy,5.7,Adam Green,Kane Hodder,1500000,208550,ArieScope Pictures,93
PG,Drama,7.1,McG,Matthew McConaughey,65000000,43545364,Warner Bros.,131
PG-13,Comedy,5.4,Donald Petrie,Lindsay Lohan,28000000,38159905,New Regency Productions,103
PG-13,Comedy,5.3,Tyler Perry,Tyler Perry,6000000,63368939,Lions Gate Films,107
PG-13,Action,4.7,John Bonito,John Cena,20000000,22165608,Twentieth Century Fox,92
PG-13,Drama,7.5,John Curran,Naomi Watts,19400000,26910847,WIP,125
PG-13,Action,4.4,Kurt Wimmer,Milla Jovovich,30000000,31070211,Screen Gems,88
R,Biography,6.4,George Hickenlooper,Sienna Miller,7000000,3572632,The Weinstein Company,90
PG,Drama,7.4,Doug Atchison,Angela Bassett,8000000,18948425,Out of the Blue... Entertainment,112
PG,Animation,5.6,Steve Oedekerk,Kevin James,51000000,116755080,O Entertainment,90
PG,Animation,6.0,Luc Besson,Freddie Highmore,86000000,108605609,EuropaCorp,94
PG,Action,4.4,Peter Hewitt,Tim Allen,35000000,12506362,Revolution Studios,83
PG,Adventure,7.3,Frank Marshall,Paul Walker,40000000,120455994,Walt Disney Pictures,120
R,Action,7.0,Yimou Zhang,Chow Yun-Fat,45000000,78568977,Film Partner International,114
PG-13,Comedy,2.8,Aaron Seltzer,Alyson Hannigan,20000000,85749034,New Regency Productions,83
PG-13,Action,6.5,Tony Bill,James Franco,60000000,17858059,Electric Entertainment,140
R,Biography,7.0,Sidney Lumet,Vin Diesel,13000000,2636637,Yari Film Group Releasing,125
PG-13,Comedy,5.6,Anthony Russo,Kate Hudson,54000000,130628903,Universal Pictures,110
G,Animation,6.5,Matthew O'Callaghan,Will Ferrell,50000000,69865924,Imagine Entertainment,87
PG,Adventure,6.1,Michael Mayer,Alison Lohman,15000000,21893591,Fox 2000 Pictures,95
R,Horror,4.6,Glen Morgan,Michelle Trachtenberg,9000000,21510851,Dimension Films,95
R,Comedy,7.3,Goran Dukic,Patrick Fugit,1000000,454026,No Matter Pictures,88
R,Action,5.1,Gregory Dark,Glenn Jacobs,8000000,18707966,World Wrestling Entertainment (WWE),84
PG-13,Comedy,6.5,Wayne Wang,Queen Latifah,45000000,43451846,Last Holiday Productions,112
R,Comedy,5.8,Nicole Holofcener,Jennifer Aniston,6500000,18245244,This Is That Productions,88
PG-13,Drama,6.2,Steven Zaillian,Sean Penn,55000000,9451623,Columbia Pictures,128
R,Biography,6.5,Allen Coulter,Adrien Brody,28000000,16800438,Focus Features,126
PG-13,Comedy,6.2,Chris Robinson,T.I.,20000000,21170563,Sweet Tea Pictures LLC,105
R,Biography,7.0,Emilio Estevez,Anthony Hopkins,14000000,20718608,The Weinstein Company,117
R,Drama,7.2,Ryan Fleck,Ryan Gosling,700000,4660481,Hunting Lane Films,106
G,Animation,5.2,Steve 'Spaz' Williams,Kiefer Sutherland,80000000,102338515,C.O.R.E. Feature Animation,82
R,Biography,7.1,Douglas McGrath,Toby Jones,13000000,2689799,Warner Independent Pictures (WIP),110
PG-13,Drama,6.6,Liz Friedlander,Antonio Banderas,30000000,66500090,New Line Cinema,118
PG-13,Biography,6.9,Phil Joanou,Dwayne Johnson,30000000,41480851,Columbia Pictures Industries,125
PG,Animation,5.8,John A. Davis,Paul Giamatti,50000000,55181129,Warner Bros.,88
R,Biography,6.4,Steven Shainberg,Nicole Kidman,16800000,2312717,Pressman Film,122
PG-13,Drama,7.3,Victor Salva,Scott Mechlowicz,10000000,4326927,DEJ Productions,120
G,Adventure,4.8,Michael Lembeck,Tim Allen,12000000,110768122,Walt Disney Pictures,92
PG,Biography,7.0,Chris Noonan,Renée Zellweger,30000000,35078241,Phoenix Pictures,88
PG-13,Comedy,4.8,John Whitesell,Martin Lawrence,40000000,141522961,Twentieth Century Fox,99
PG-13,Horror,4.8,Jim Sonzero,Kristen Bell,20500000,29907685,Dimension Films,90
R,Comedy,6.4,Tony Goldwyn,Zach Braff,20000000,15852401,Lakeshore Entertainment,104
PG,Adventure,6.3,Michael Polish,Billy Bob Thornton,13000000,11130889,Warner Bros.,104
R,Comedy,5.8,Nick Guthe,Alec Baldwin,6000000,156318,Bold Films,91
R,Biography,6.4,Todd Robinson,John Travolta,18000000,2520835,Millennium Films,108
G,Animation,5.7,Colin Brady,Jake T. Austin,35000000,16627188,Arc Productions,87
Unrated,Drama,6.8,Kelly Reichardt,Daniel London,300000,301047,Film Science,76
PG-13,Horror,5.1,Takashi Shimizu,Amber Tamblyn,20000000,70711175,Columbia Pictures,102
PG-13,Comedy,6.3,Christopher Guest,Catherine O'Hara,12000000,5925637,Shangri-La Entertainment,86
PG-13,Action,6.1,Clark Johnson,Michael Douglas,60000000,78810595,Twentieth Century Fox,108
PG,Adventure,5.5,Wil Shriner,Logan Lerman,15000000,8224998,Hoot Productions LLC,91
PG,Animation,5.0,Tim Hill,Breckin Meyer,60000000,143325970,Twentieth Century Fox,82
R,Drama,8.2,Paul Thomas Anderson,Daniel Day-Lewis,25000000,76182388,Paramount Vantage,158
R,Crime,8.1,Ethan Coen,Tommy Lee Jones,25000000,171627166,Paramount Vantage,122
PG-13,Adventure,7.6,Matthew Vaughn,Charlie Cox,70000000,137515140,Paramount Pictures,127
R,Crime,7.6,Ben Affleck,Morgan Freeman,19000000,34612443,Miramax,114
PG-13,Crime,6.8,D.J. Caruso,Shia LaBeouf,20000000,118114220,Dreamworks Pictures,105
R,Crime,7.7,David Fincher,Jake Gyllenhaal,65000000,84785914,Paramount Pictures,157
R,Comedy,7.6,Greg Mottola,Michael Cera,20000000,170812526,Columbia Pictures,113
PG-13,Action,7.0,Michael Bay,Shia LaBeouf,150000000,709709780,Dreamworks Pictures,144
PG-13,Action,7.5,David Yates,Daniel Radcliffe,150000000,942172396,Warner Bros.,138
R,Adventure,8.1,Sean Penn,Emile Hirsch,15000000,56675895,Paramount Vantage,148
G,Animation,8.0,Brad Bird,Brad Garrett,150000000,623726085,Walt Disney Pictures,111
R,Drama,7.8,Joe Wright,Keira Knightley,30000000,131016624,Universal Pictures,123
R,Action,7.2,Antoine Fuqua,Mark Wahlberg,61000000,95696996,Paramount Pictures,124
R,Biography,7.8,Ridley Scott,Denzel Washington,100000000,269755430,Universal Pictures,157
PG-13,Action,6.2,Sam Raimi,Tobey Maguire,258000000,894983373,Columbia Pictures,139
PG-13,Action,7.1,Len Wiseman,Bruce Willis,110000000,388156011,Twentieth Century Fox,128
PG-13,Action,7.1,Gore Verbinski,Johnny Depp,300000000,960996492,Walt Disney Pictures,169
PG-13,Action,7.2,Francis Lawrence,Will Smith,150000000,585410052,Warner Bros.,101
